,hosQuad,Class
44076,following your stay i,0
44077,were adequate to serve,0
44078,you back in the,0
44079,cuisine and vascos serve,0
44080,were lost and had,0
44081,travel elsewhere as well,0
44082,office is near the,0
44083,future if required i,0
44084,good though this is,0
44085,welcoming on check in,0
44086,first week of december,0
44087,and was giving some,0
44088,food is excellentbreakfast buffet,0
44089,amenities that was on,0
44090,their restaurant deck is,0
44091,would suggest others alsowould,0
44092,the waters rose outside,0
44093,my near two weeks,0
44094,that i feel at,0
44095,team we are indeed,0
44096,i have experienced worldwide,0
44097,staff is your own,0
44098,keen to share to,0
44099,this staff i was,0
44100,on how they handle,0
44101,here if you are,0
44102,lobby restaurants and all,0
44103,radisson with weekends at,0
44104,view especially at night,0
44105,wedding at the hilton,0
44106,reviews is the problem,0
44107,could be more attentive,0
44108,hotel is the stunning,0
44109,nice amenities and staffs,0
44110,excellent and all of,0
44111,the q bar must,0
44112,location itself is chaotic,0
44113,the front reception staff,0
44114,staff is extremely attentative,0
44115,chennai has made my,0
44116,a business conference for,0
44117,on indian and international,0
44118,water everywhere  special take,0
44119,sleep through all sorts,0
44120,in at midnight from,0
44121,our place to say,0
44122,good and helpful in,0
44123,monica and the rest,0
44124,jaded with all the,0
44125,want  large tv teacoffe,0
44126,located and close to,0
44127,the room and general,0
44128,website  they also go,0
44129,i like it very,0
44130,and this place was,0
44131,of city  specially th,0
44132,did multiple reschedules which,0
44133,and helpful we organized,0
44134,very good food  ha,0
44135,smile on my face,0
44136,property was very nice,0
44137,bed room and the,0
44138,last  months atmosphere i,0
44139,feel like they are,0
44140,with the menu and,0
44141,all  telephones in m,0
44142,with this hotel is,0
44143,and awesome and customer,0
44144,set out the food,0
44145,whee they were having,0
44146,of chennai stayed here,0
44147,was in january and,0
44148,and am trying to,0
44149,hall was booked from,0
44150,about my food habits,0
44151,they took the time,0
44152,checkout hence it is,0
44153,a pool on th,0
44154,in the morning i,0
44155,extremely well they did,0
44156,workout great food options,0
44157,meeting at hilton i,0
44158,can expect in a,0
44159,good music and service,0
44160,with loved it staff,0
44161,and a small gift,0
44162,great asset to the,0
44163,road work and metro,0
44164,the newly opened hilton,0
44165,i am home great,0
44166,into the the drive,0
44167,chennai hilton chennai is,0
44168,excellent view to city,0
44169,and clean with very,0
44170,what one is looking,0
44171,all the bed linens,0
44172,were awesome just because,0
44173,at hilton we were,0
44174,and international airports rooms,0
44175,that i would be,0
44176,could not have made,0
44177,staff found my ipad,0
44178,situated making it easy,0
44179,access was good room,0
44180,would like to thank,0
44181,luxurious breakfast with that,0
44182,the good work i,0
44183,be always good excellent,0
44184,itself looked very compact,0
44185,hilton and it is,0
44186,check in front office,0
44187,city you really shouldnt,0
44188,service after abhi the,0
44189,chennai was upgraded to,0
44190,the th floor stayed,0
44191,space very good roof,0
44192,enjoyed the ambience and,0
44193,your service excellent service,0
44194,most evenings and services,0
44195,very helpful and friendly,0
44196,the best in any,0
44197,western dishes or oriental,0
44198,all was the i,0
44199,what can you do,0
44200,stay again rooms are,0
44201,dear srinusha we sincerely,0
44202,and see the exra,0
44203,floor room and there,0
44204,wonderful facility with beautiful,0
44205,the room was welcoming,0
44206,been excellent and i,0
44207,staff are very welcoming,0
44208,you by your name,0
44209,to get a taxi,0
44210,helpful the food at,0
44211,hilton chennai left you,0
44212,chennai january rd through,0
44213,are helpful and courteous,0
44214,and the toilet has,0
44215,in my room before,0
44216,and offers many amenities,0
44217,enjoying my breakfast the,0
44218,adjacent on the main,0
44219,bit high but value,0
44220,downward spiral the hotel,0
44221,on  occasions on busines,0
44222,more suited to single,0
44223,great hotel with very,0
44224,a surprise party for,0
44225,think this is de,0
44226,very closer to kathipara,0
44227,the bathroom but there,0
44228,dont feel like you,0
44229,and have me the,0
44230,cafe in chennai to,0
44231,for it clean room,0
44232,so you stayed for,0
44233,pool could have been,0
44234,was definitely reasonable the,0
44235,the staff including the,0
44236,services not very dedicated,0
44237,definitly its a recommendable,0
44238,is as if the,0
44239,u have a bulky,0
44240,hotel the roof bar,0
44241,one of them what,0
44242,that the area in,0
44243,warm hospitality from hilton,0
44244,your first experience entering,0
44245,at their best service,0
44246,friendly and provides us,0
44247,the location being a,0
44248,behaved staff we had,0
44249,knowledgeable outstanding fb staff,0
44250,on arrival first thing,0
44251,more attentive breakfast is,0
44252,conference at hilton chennai,0
44253,those which are way,0
44254,for us with your,0
44255,room facilities very good,0
44256,good varieties of sea,0
44257,front office staff too,0
44258,wonderful outdoor spaces check,0
44259,with a great food,0
44260,bad as the rest,0
44261,outside the hotel no,0
44262,all my preferences for,0
44263,all the staff including,0
44264,i agree the staff,0
44265,let this discourage youbecause,0
44266,if i needed anything,0
44267,all good one of,0
44268,this a great gym,0
44269,environs of chennai it,0
44270,and tried to fulfill,0
44271,to the fullestspecial thanks,0
44272,true princess didnt want,0
44273,family and we enjoyed,0
44274,from june july  i,0
44275,just informed them that,0
44276,large king bed with,0
44277,well excellent facilities only,0
44278,rakhi ashkaramit and all,0
44279,a definite yes and,0
44280,dishes at convenient distance,0
44281,chennai however i was,0
44282,look up front desk,0
44283,so helpful specially ms,0
44284,prawaan at concierge was,0
44285,on a busy road,0
44286,not feel like enjoying,0
44287,my favorite please welcoming,0
44288,sales team who are,0
44289,they were quick enough,0
44290,conducted our corporate party,0
44291,sky train station just,0
44292,to detail is topnotch,0
44293,and my younger one,0
44294,helsinki airport hilton breakfast,0
44295,comfy hilton beds and,0
44296,back to the airport,0
44297,anima brahma from the,0
44298,go for a long,0
44299,parking lot is an,0
44300,decent rooms the rooms,0
44301,the service she provides,0
44302,we arrived the hilton,0
44303,which booms out loud,0
44304,indian coffee and detox,0
44305,good service and a,0
44306,within  minutes we wer,0
44307,helpful especially concierge pradeep,0
44308,this hilton on a,0
44309,in chennai failed on,0
44310,variety rooms very clean,0
44311,for my next business,0
44312,place quite likeable i,0
44313,airport shuttle didnt materialize,0
44314,hilton not guest friendly,0
44315,services provided are on,0
44316,hotel rooms are spacious,0
44317,to india i will,0
44318,was that it was,0
44319,staff are always there,0
44320,construction going on right,0
44321,a beautiful ambience service,0
44322,anniversary the buffey was,0
44323,surprise to me and,0
44324,cold breakfast at the,0
44325,taking snaps in the,0
44326,stay with much pleasure,0
44327,member i had a,0
44328,and separate shower so,0
44329,entire team from front,0
44330,it was delicious tried,0
44331,hotel spent  minutes tryin,0
44332,the airport  with traffi,0
44333,emphasis on healthy food,0
44334,desired the benefits werent,0
44335,here for a night,0
44336,restaurant ayna was average,0
44337,upon the breakfast is,0
44338,there is a major,0
44339,room was big and,0
44340,main road junction the,0
44341,minutes of the airport,0
44342,and attentive staff is,0
44343,best hotels across the,0
44344,the same level as,0
44345,was head and shoulders,0
44346,and beware every year,0
44347,not provided or some,0
44348,who is very helpful,0
44349,i am pretty happy,0
44350,recommend this property all,0
44351,airport although the traffic,0
44352,sincerely apologise for the,0
44353,breakfast and dinner of,0
44354,ready for an early,0
44355,and has taken amazing,0
44356,good time at the,0
44357,spacious with comfortable beds,0
44358,is great long term,0
44359,ate in a couple,0
44360,to airport the breakfast,0
44361,next year and cant,0
44362,very emptywould like to,0
44363,tv in the restroom,0
44364,room was quiet spacious,0
44365,cars and guides for,0
44366,year or so and,0
44367,sorry you were unhappy,0
44368,when i emailed the,0
44369,is difficult to spell,0
44370,the same all over,0
44371,payment from me during,0
44372,in was ok  bu,0
44373,experienced in my  year,0
44374,and service the rooms,0
44375,walk into your room,0
44376,very caring staff who,0
44377,are admirable and the,0
44378,at ayna restaurant and,0
44379,smooth as they have,0
44380,staff were professional and,0
44381,we stayed in an,0
44382,has a beautiful ambience,0
44383,at the same level,0
44384,would definitely stay here,0
44385,and the service is,0
44386,that everyone had someone,0
44387,for two nights on,0
44388,their own families chennai,0
44389,a quiet room a,0
44390,restaurants serve a variety,0
44391,over weekendstay was amazingfrom,0
44392,made so welcome throughout,0
44393,first day we checked,0
44394,for  weeks and th,0
44395,was good perhaps not,0
44396,food it was good,0
44397,done without a reminder,0
44398,the airport pickup naturally,0
44399,enough for single or,0
44400,executive lounge is so,0
44401,stayed one more time,0
44402,and i highly recommend,0
44403,have to say it,0
44404,nice hotel in a,0
44405,in this regard the,0
44406,delighted that you enjoyed,0
44407,close vicinity to the,0
44408,pay attention to your,0
44409,superb restaurants and we,0
44410,of serving staff it,0
44411,you all stayed a,0
44412,a delight and makes,0
44413,clean we must say,0
44414,and we enjoy our,0
44415,service is really awesome,0
44416,quality furnishings outstanding service,0
44417,are completely dedicated to,0
44418,period keep up the,0
44419,nice facilities like wifi,0
44420,service is so greatone,0
44421,excellence in terms of,0
44422,and helpful staff  th,0
44423,me loved the ambience,0
44424,was chosen for me,0
44425,hotel so fills up,0
44426,decent though size is,0
44427,were helpful friendly and,0
44428,wanted comfort kind staff,0
44429,service provided was exemplary,0
44430,it is a beautiful,0
44431,fantastic from check in,0
44432,time of checkin would,0
44433,of a high quality,0
44434,an beautiful hotel the,0
44435,evening about this miscommunication,0
44436,location being a little,0
44437,comfortable bed  clean roo,0
44438,stay but this experience,0
44439,seated and the staff,0
44440,business restaurant with dinner,0
44441,a conferencenot very far,0
44442,we will be dear,0
44443,with amenities and spa,0
44444,was given a room,0
44445,chennai we enjoyed very,0
44446,staff housekeeping and all,0
44447,handle the mishaps than,0
44448,and comfortable and breakfast,0
44449,ghosal for talking me,0
44450,breakfast beers a little,0
44451,business users be careful,0
44452,property to stay when,0
44453,and have a very,0
44454,the front office loved,0
44455,time on the breakfast,0
44456,also in the single,0
44457,the biryani  appam an,0
44458,business since my arrival,0
44459,a good bed and,0
44460,out for my flight,0
44461,the night to attend,0
44462,appreciated it one of,0
44463,decision to check it,0
44464,around the hotel makes,0
44465,nice temperature sunday buffet,0
44466,staffs in front office,0
44467,in city near to,0
44468,am pretty happy with,0
44469,good breakfeast buffet and,0
44470,provided a lot of,0
44471,suite given by the,0
44472,she guide me very,0
44473,even though it was,0
44474,service at the hotel,0
44475,options and in room,0
44476,and will stay there,0
44477,lobby was just extremely,0
44478,midst of all that,0
44479,world the staff is,0
44480,second time here and,0
44481,families  bad for budgete,0
44482,impossible to sleep if,0
44483,front office staff was,0
44484,and from visiting sri,0
44485,the main buffet dining,0
44486,to airport and sky,0
44487,friendly and efficient and,0
44488,is called hospitality self,0
44489,buffer style reflecting different,0
44490,very welcoming and friendly,0
44491,fewer number of staff,0
44492,go to the front,0
44493,first day to our,0
44494,residing at the hilton,0
44495,restaurants has a premium,0
44496,brilliant and made me,0
44497,to be the rule,0
44498,ive been upgraded to,0
44499,of food options available,0
44500,the location is great,0
44501,have complimentary drinks and,0
44502,i seen their sincerity,0
44503,times and it has,0
44504,amazing stayed here for,0
44505,was outstanding service provided,0
44506,our service rooms and,0
44507,the staff are extremely,0
44508,road and elevated metro,0
44509,hotel staff few glitches,0
44510,own and it shows,0
44511,clean and neat as,0
44512,to others had a,0
44513,are pros as well,0
44514,downpour and devastating floods,0
44515,the shopping mall wonderful,0
44516,toilet has a we,0
44517,the hilton was both,0
44518,days were just ok,0
44519,high quality extremely hospitable,0
44520,amenda they were we,0
44521,are pleased to read,0
44522,roof with a bar,0
44523,restaurant is superb with,0
44524,traditional cuisine as will,0
44525,quieter very modern and,0
44526,offer at the hotel,0
44527,member to an executive,0
44528,each time the stay,0
44529,hilton by year we,0
44530,it maintained standards in,0
44531,was very well looked,0
44532,the airport to either,0
44533,hh member i decided,0
44534,a great area so,0
44535,have stayed a few,0
44536,was enormous their restaurant,0
44537,and would wait when,0
44538,the top dj in,0
44539,service and good eats,0
44540,stayed in almost all,0
44541,outside the hotel was,0
44542,this was first disappointment,0
44543,the continental we a,0
44544,value for money this,0
44545,wait to come back,0
44546,near the airport love,0
44547,travellers or anybody who,0
44548,the hotel restaurants and,0
44549,great rooms are excellent,0
44550,so it is a,0
44551,their kindness i suggest,0
44552,the eventunlike any other,0
44553,to forget amazing bfast,0
44554,any business traveler with,0
44555,were guests at hilton,0
44556,for another brunch soon,0
44557,is placed at an,0
44558,well looked after without,0
44559,i like the most,0
44560,attending the wedding reception,0
44561,here previously without problem,0
44562,pool side is top,0
44563,restaurant ayna service and,0
44564,buffet breakfast and proximity,0
44565,offered any th floor,0
44566,celebration cake boxes of,0
44567,etc as in many,0
44568,trip to chennai right,0
44569,complete establishment was clean,0
44570,any staff member as,0
44571,restaurant is a must,0
44572,team and keep up,0
44573,the airport depending on,0
44574,and above all making,0
44575,goodrestaurants very good i,0
44576,room and the most,0
44577,hotel is a bummer,0
44578,quick efficient and politethe,0
44579,find from the moment,0
44580,good very friendly  helpfu,0
44581,at hilton chennai providing,0
44582,reasonable chagres rest all,0
44583,or drop for the,0
44584,to have the best,0
44585,service excellent very highly,0
44586,very modern and light,0
44587,she is a delight,0
44588,whether you like the,0
44589,airport but good location,0
44590,ayna restaurant extremely delicious,0
44591,all facility behind my,0
44592,the airport and can,0
44593,be more helpful and,0
44594,in hilton group hotel,0
44595,decked up our parents,0
44596,shop the lounge is,0
44597,its  star rating an,0
44598,a hilton hotel it,0
44599,i would love to,0
44600,hotel amidst the chaos,0
44601,bibash is a great,0
44602,hotel is very decent,0
44603,also very classy hotel,0
44604,understatement to mention that,0
44605,and the variety overwhelming,0
44606,is luxurious staff is,0
44607,the taxi could not,0
44608,from the door of,0
44609,very quiet with a,0
44610,of the team while,0
44611,excellent breakfast with attention,0
44612,hotel staff the rooms,0
44613,found this hilton to,0
44614,good bed service and,0
44615,the entry to hotel,0
44616,caring pool looked small,0
44617,for both business or,0
44618,too good and my,0
44619,for a night the,0
44620,airport just adjacent on,0
44621,extremely courteous and accomodating,0
44622,ok location for most,0
44623,city there is a,0
44624,service we truly appreciate,0
44625,minutes to reach the,0
44626,this hotel for all,0
44627,a real pleasure knowing,0
44628,recommand people to visit,0
44629,a sea of madness,0
44630,the welcome on check,0
44631,chennai i have been,0
44632,and would rarely chose,0
44633,power outlets worked except,0
44634,to the sir port,0
44635,the united states should,0
44636,attentive thank you ms,0
44637,was very friendly check,0
44638,for breakfast the gym,0
44639,stay at the room,0
44640,does not have the,0
44641,more rewarding as the,0
44642,rooms the reception and,0
44643,on from front desk,0
44644,areas the room is,0
44645,as long as you,0
44646,highly appreciated by our,0
44647,you they make it,0
44648,manish also worthy of,0
44649,the hotel could have,0
44650,possible ythis is a,0
44651,to spay and put,0
44652,a good hotel and,0
44653,except no soap for,0
44654,lighting design is impressive,0
44655,to try different drink,0
44656,division we really enjoyed,0
44657,pleased with the customer,0
44658,with entire experience staff,0
44659,ever about the rooms,0
44660,for my feeling could,0
44661,attention by vasco team,0
44662,were so efficient and,0
44663,the place has humid,0
44664,over several weeks hilton,0
44665,a new metro will,0
44666,the rooms vibrate making,0
44667,long time overall it,0
44668,service the hotel is,0
44669,service and hospitality rooms,0
44670,this hotel after one,0
44671,for my visit theres,0
44672,hotel  minutes later ,0
44673,this place just to,0
44674,feedback since you are,0
44675,customer service and rooms,0
44676,your insights and feedback,0
44677,equipped with hand towels,0
44678,hotel staff is friendly,0
44679,bought a package with,0
44680,it special thanks to,0
44681,top if its game,0
44682,so nice and healthy,0
44683,of greenery in the,0
44684,to the booking process,0
44685,quick the rooms are,0
44686,voice clarity was completely,0
44687,have been blown away,0
44688,a very comfortable stay,0
44689,madras and construction works,0
44690,clean and they surprise,0
44691,and below a restaurant,0
44692,willing to help they,0
44693,a little over attentive,0
44694,and will continue to,0
44695,move on their part,0
44696,housekeeping and not to,0
44697,desk with sultan khan,0
44698,good sleep the room,0
44699,sleep well as the,0
44700,overall the service is,0
44701,this beautiful hotel from,0
44702,not recommended since sourroundings,0
44703,friendly service that will,0
44704,warm i met reena,0
44705,floor and the party,0
44706,weird for a tamil,0
44707,to a superior room,0
44708,to my needs and,0
44709,months back for a,0
44710,accomodation great food  grea,0
44711,spacious and had all,0
44712,admirer for their services,0
44713,in chennai no complaints,0
44714,and attention to detail,0
44715,that is special for,0
44716,food i was a,0
44717,to take my office,0
44718,kindness i suggest this,0
44719,our stay we were,0
44720,in the restroom was,0
44721,near reception i was,0
44722,in the pool etc,0
44723,on an excellent level,0
44724,the airport food was,0
44725,home only because the,0
44726,distance from airportthe staff,0
44727,breakfasts are a real,0
44728,of the most memorable,0
44729,to the small number,0
44730,san francisco its also,0
44731,notch the pool could,0
44732,general manager dear moosaindia,0
44733,each morning gluten free,0
44734,park we choose this,0
44735,and polluted as the,0
44736,and manish also worthy,0
44737,i was very lucky,0
44738,excellent attention to detail,0
44739,pleasure to have so,0
44740,lobby and staircase makes,0
44741,the taj however decided,0
44742,at the buffet and,0
44743,tea amazing tea and,0
44744,beautiful bouquet and a,0
44745,hotel you are greeted,0
44746,until night time the,0
44747,me while at the,0
44748,of my official visit,0
44749,served was so elaborate,0
44750,the bars i went,0
44751,generally the stay was,0
44752,the t the room,0
44753,airport and just opposite,0
44754,tech park next door,0
44755,place with traffic and,0
44756,time spent with my,0
44757,of the managers noted,0
44758,it was too short,0
44759,were very arrogant small,0
44760,is great overall experience,0
44761,the closest i have,0
44762,business trip my first,0
44763,helpful and gave amazing,0
44764,who heads the concierge,0
44765,service and breakfast are,0
44766,sandwich would be  mi,0
44767,was my nd stay,0
44768,the excellent hotel my,0
44769,to their customers staff,0
44770,stay my family and,0
44771,office staff brilliant ambience,0
44772,our business to ensure,0
44773,us for a long,0
44774,it so they can,0
44775,every guest is treated,0
44776,business stay and trust,0
44777,willing to assist the,0
44778,is great i would,0
44779,hotel with all the,0
44780,the alcoholic drinks are,0
44781,breakfast are also very,0
44782,swimming pool on top,0
44783,stay there with a,0
44784,to all dietary requirements,0
44785,hotel a welcome respite,0
44786,looked very compact this,0
44787,guests at hilton chennai,0
44788,has a good selection,0
44789,is good but service,0
44790,a real ball of,0
44791,groundflour with good cake,0
44792,in was in the,0
44793,india contemporary without going,0
44794,space near reception i,0
44795,would be very close,0
44796,cabanas restaurant rooms fast,0
44797,i know it is,0
44798,enjoyable safety was addressed,0
44799,are all people who,0
44800,made some special towel,0
44801,the average to some,0
44802,doing so beforehand they,0
44803,for money this review,0
44804,was a surprise to,0
44805,day so it was,0
44806,live counter as well,0
44807,nice city views overall,0
44808,lot of other hotels,0
44809,have not seen so,0
44810,have personally looked into,0
44811,hotel very good pool,0
44812,very sorry you were,0
44813,rail work going on,0
44814,size probably best value,0
44815,restaurants and all locations,0
44816,addition the rooms are,0
44817,saree border framework last,0
44818,being all the hotel,0
44819,hotel the staff is,0
44820,delicious the staff were,0
44821,they were having a,0
44822,line rooms are well,0
44823,my office complex the,0
44824,when it all got,0
44825,decoration of open smokingarea,0
44826,for your feedback on,0
44827,food is delicious the,0
44828,and the name still,0
44829,appointed rooms and lot,0
44830,great tasty restaurant except,0
44831,members not too cooperative,0
44832,in hospitality the rooms,0
44833,customers an experience never,0
44834,during breakfast  stayed on,0
44835,is top notch location,0
44836,buffet breakfast with excellent,0
44837,stayed in october  o,0
44838,the crew were so,0
44839,one and all as,0
44840,it was pleasure staying,0
44841,awake i phoned reception,0
44842,country stayed at hilton,0
44843,trips because of the,0
44844,room very strong chemical,0
44845,service after a period,0
44846,recheado in the indian,0
44847,my first trip traveling,0
44848,try the paneer recheado,0
44849,course the courteous concierge,0
44850,food options available in,0
44851,beach and wander around,0
44852,hosts sumit and namrata,0
44853,a side note i,0
44854,the rooms food and,0
44855,tastes enjoyed the night,0
44856,nice bath clean and,0
44857,moreover i am alergic,0
44858,insulation the staff at,0
44859,is very nice specially,0
44860,th floor stayed one,0
44861,us with your mature,0
44862,review hilton chennai i,0
44863,little this was my,0
44864,service i wouldnt say,0
44865,are extremely helpful friendly,0
44866,it a great hotel,0
44867,put me in the,0
44868,venture a property and,0
44869,options also once and,0
44870,are amazing nothing is,0
44871,room as soon as,0
44872,had excellent experience of,0
44873,need to wait for,0
44874,great place to stay,0
44875,month at hilton during,0
44876,to the bars i,0
44877,food and beverage choices,0
44878,welcoming needs to be,0
44879,manager put me on,0
44880,high level of service,0
44881,quality is mind blowing,0
44882,flexible for middle class,0
44883,rooms and guest rooms,0
44884,ordered inroom breakfast and,0
44885,guys i stayed at,0
44886,appears to be exactly,0
44887,to vasco to qbar,0
44888,lodging from a rooftop,0
44889,sky and feel ur,0
44890,frank review of hilton,0
44891,id for regular customers,0
44892,and caring hospitality the,0
44893,department meeting here for,0
44894,is situated  minutes fro,0
44895,did a wonderful job,0
44896,variety in buffet must,0
44897,and great modern atmosphere,0
44898,something really exciting and,0
44899,catered for would definitely,0
44900,experience would recommend this,0
44901,which im keen to,0
44902,bar restaurant gym pool,0
44903,complimentary wifi was provided,0
44904,were neat and tidy,0
44905,is of an excellent,0
44906,extremely helpful highly recommend,0
44907,room as my wife,0
44908,i found all of,0
44909,stay at the hilton,0
44910,pleasant buffet dinner is,0
44911,room available food spread,0
44912,of the time and,0
44913,of guest satisfaction we,0
44914,service in ayna and,0
44915,remember my preferences for,0
44916,the hotel staff is,0
44917,city it is an,0
44918,staff very tasty food,0
44919,to say about the,0
44920,all that u have,0
44921,team was so courteousover,0
44922,clean room rooms are,0
44923,time i visited chennai,0
44924,was extremely anxious to,0
44925,room so that i,0
44926,with again amazing service,0
44927,conferencenot very far from,0
44928,whether you try indian,0
44929,views overall the staff,0
44930,quality of service and,0
44931,rajinikanth anandi can go,0
44932,this hotel as far,0
44933,looked good rooms were,0
44934,in chennai good service,0
44935,try to taste everything,0
44936,more could you ask,0
44937,as well as entertainment,0
44938,chennai providing the best,0
44939,floods and staff was,0
44940,traveled with family to,0
44941,nice and swimming on,0
44942,good location near guindy,0
44943,me when in reality,0
44944,vidyotama  of course m,0
44945,that waffles was very,0
44946,spa is really relaxing,0
44947,quiet there is a,0
44948,whi have allways been,0
44949,the food is very,0
44950,a surprise for my,0
44951,the team wide selection,0
44952,went hilton with my,0
44953,service we had a,0
44954,on st december and,0
44955,utensils used bacon spatula,0
44956,hilton and felt treated,0
44957,supporting staff and a,0
44958,its locality i has,0
44959,morning flight  had checke,0
44960,and qbar and look,0
44961,channels so catch a,0
44962,that make a hotel,0
44963,as usual  clean room,0
44964,family to taste the,0
44965,go to sri lanka,0
44966,we stayed there for,0
44967,is convenient and is,0
44968,this would take them,0
44969,also liked the open,0
44970,hilton which were generally,0
44971,the best you can,0
44972,check in the light,0
44973,good experience rooms comfortable,0
44974,hotel and you will,0
44975,india really no opportunity,0
44976,available food spread is,0
44977,hotels break fast at,0
44978,food was good staff,0
44979,to understand our if,0
44980,staying in hilton again,0
44981,restaurants are good food,0
44982,elegant and grand the,0
44983,as a normal room,0
44984,karruna all very hard,0
44985,the staff cleaned nice,0
44986,warm welcoming staffs from,0
44987,to be improve its,0
44988,they shifted qbar to,0
44989,a meeting at hilton,0
44990,service ever very clean,0
44991,at rd floor breakfast,0
44992,for hilton it is,0
44993,delivering it at the,0
44994,one in chennai guindy,0
44995,customers overall a good,0
44996,are really clean and,0
44997,the room is spacious,0
44998,and i wished i,0
44999,bass line from the,0
45000,and attentive particular praise,0
45001,were excellent and i,0
45002,have stayed at many,0
45003,choices i quite enjoyed,0
45004,the inhouse facilities need,0
45005,and spacious we had,0
45006,very nice view from,0
45007,stay if you do,0
45008,the city crafted with,0
45009,night  on th jul,0
45010,have a wide selection,0
45011,very pleased to know,0
45012,ever encountered in a,0
45013,very slow and breakfast,0
45014,functional i have been,0
45015,improvement which i am,0
45016,service and amenities that,0
45017,i was a hilton,0
45018,had one on the,0
45019,and everything is of,0
45020,tasty and reasonably priced,0
45021,smile as the one,0
45022,nice great experience staying,0
45023,if you want the,0
45024,i felt sick when,0
45025,afraid of the food,0
45026,and the rates are,0
45027,dining food is average,0
45028,travel not only to,0
45029,a room under the,0
45030,addressed without any questions,0
45031,pleasant and enjoyable one,0
45032,stay here again try,0
45033,stayed here for four,0
45034,in hilton chennai service,0
45035,stay i arrived early,0
45036,the bedroom that looks,0
45037,the lobby furniture can,0
45038,after us and feed,0
45039,chennai i must say,0
45040,main course and its,0
45041,comfort kind staff everything,0
45042,occasion to remember their,0
45043,breakfast in nice surroundings,0
45044,was a rainy day,0
45045,the name says it,0
45046,for hosting our wedding,0
45047,nice to have a,0
45048,you really shouldnt but,0
45049,room was downright beautiful,0
45050,is beautiful and it,0
45051,amazing tea and the,0
45052,of time and enjoyed,0
45053,got me the cinema,0
45054,back twice before they,0
45055,the taj coromandel the,0
45056,staff are very polite,0
45057,decorated was lovelyfeeling like,0
45058,ball room i had,0
45059,mariott etc i loved,0
45060,its on the roof,0
45061,chef experience in food,0
45062,here and the music,0
45063,staff excellent breakfast spread,0
45064,with spacious rooms spotlessly,0
45065,people they are smiling,0
45066,my trip was a,0
45067,here has been extremely,0
45068,western asian etc room,0
45069,available and what is,0
45070,i was very much,0
45071,and provide excellent service,0
45072,value of money cleanliness,0
45073,appreciate the hotel management,0
45074,nice clean room i,0
45075,well trained staff who,0
45076,of chennai city service,0
45077,cake reason being all,0
45078,greeted and asked about,0
45079,had dinner breakfast and,0
45080,the concierge sorted out,0
45081,sushi one night was,0
45082,snowman checkin was smooth,0
45083,treated and i  onc,0
45084,staying in the hilton,0
45085,at the hilton who,0
45086,comfortable would definitely choose,0
45087,all the facilities i,0
45088,in view of the,0
45089,standard hilton hotel great,0
45090,naming a few  sneh,0
45091,knows how to be,0
45092,given the card to,0
45093,will come back for,0
45094,of noise but i,0
45095,by metro rail hrs,0
45096,centrally located for a,0
45097,staff good pricing awesome,0
45098,to ecr  omr et,0
45099,baggage at reception the,0
45100,be it restaurant housekeeping,0
45101,this hotel in any,0
45102,team and i very,0
45103,been extremely good but,0
45104,airport the restaurante is,0
45105,feel as if i,0
45106,tend to focus more,0
45107,us with different foods,0
45108,was huge and comfortable,0
45109,will certainly stay here,0
45110,is to small and,0
45111,airport  with traffic an,0
45112,providing a suite given,0
45113,their face they greet,0
45114,the same for the,0
45115,hotel the hotel is,0
45116,large crowd checking in,0
45117,not only goes smooth,0
45118,the most we as,0
45119,even asking for it,0
45120,celebrating this special occasion,0
45121,you were in the,0
45122,reasonable cost i would,0
45123,was a very nice,0
45124,and had overall great,0
45125,i paid much more,0
45126,and treated to the,0
45127,depending on traffic ok,0
45128,return for leisure great,0
45129,selected with though the,0
45130,standard hotel not the,0
45131,would definitely go back,0
45132,week my husband was,0
45133,times and never fails,0
45134,of my stay the,0
45135,comfortable loved the ppl,0
45136,trip pool french toast,0
45137,clean everyone from the,0
45138,welcome from the staff,0
45139,is much appreciated it,0
45140,group staff were very,0
45141,forget my visit here,0
45142,were equally nice and,0
45143,outstanding from starters to,0
45144,positives  just a fe,0
45145,second to none right,0
45146,there were nonspicy options,0
45147,ate was really exceptional,0
45148,i stayed at hiton,0
45149,im keen to share,0
45150,is nothing great the,0
45151,the hotel getting to,0
45152,recently stayed at hilton,0
45153,from last  months atmospher,0
45154,this was a comfortable,0
45155,called to complain at,0
45156,my husband is a,0
45157,our confirmation by mail,0
45158,restaurants transportation activities etc,0
45159,i was particularly impressed,0
45160,doubt the hospitality shown,0
45161,comfortable place to stay,0
45162,service throughout the stay,0
45163,crowd the staff were,0
45164,ythis is a constructive,0
45165,helpful hotel staff accommodations,0
45166,was very clean stayed,0
45167,floor is excellant with,0
45168,due to short stay,0
45169,that going outside is,0
45170,very smoothly would definitely,0
45171,especially with themetro work,0
45172,must have changed a,0
45173,to detail from promptly,0
45174,and always had a,0
45175,chennai in the future,0
45176,in chennai the bar,0
45177,a hassle free check,0
45178,for their exordinory support,0
45179,inroom entertainment is poor,0
45180,swimming pool  restaurant roo,0
45181,want to party a,0
45182,the hotel suffers is,0
45183,new and highly polished,0
45184,the breakfast rest was,0
45185,qbar make a fantastic,0
45186,ambiance is good and,0
45187,chennai  first visit t,0
45188,in hilton chennai with,0
45189,many negatives for this,0
45190,for business i mostly,0
45191,go to and from,0
